name,lat,lon,rating,user_ratings_total,type_list,type_main,address,categoria,place_id,distance_km
Christian Bible Church International,39.5751318,2.6716809,4.6,10.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Son Gotleu, Carrer Sant Rafael, 70, Palma",Atracción,PLACE_285,1.957455739219966
Caputxins Catalunya Curia Provincial,39.5746687,2.6538396,5.0,3.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer del Bastió d'En Sanoguera, 3, Palma",Atracción,PLACE_286,0.6526608288729232
Basílica de Sant Francesc,39.5688236,2.652909299999999,4.6,1005.0,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Plaça de Sant Francesc, 7, Palma",Atracción,PLACE_287,0.2638924698660261
Església de Sant Gaietà,39.57099069999999,2.6458814,4.8,25.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de Sant Gaietà, 9, Palma",Atracción,PLACE_288,0.38540519598205186
Roman Catholic Diocese of Majorca,39.5669285,2.6538096,4.2,62.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer del Seminari, 4, Palma",Atracción,PLACE_289,0.4414462560423091
Capella Adoració Perpètua Mallorca,39.5661066,2.6531656,4.7,57.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de la Calatrava, 10, Palma",Atracción,PLACE_290,0.47383593354115655
Nostra Senyora del Socors,39.56882649999999,2.6555296,4.7,91.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer del Socors, 24, Palma",Atracción,PLACE_291,0.48171161071090324
Iglesia Ortodoxa de la Natividad del Señor,39.57513259999999,2.6523993,4.5,33.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Plaça de la Porta Pintada, 9, Palma",Atracción,PLACE_292,0.6486587608689817
Hermandad Ntra. Sra. del Rosario - Patrona de Bullas,39.5751062,2.6543548,,,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Plaça d'Espanya, 7, Palma",Atracción,PLACE_293,0.7170662780377076
Església,39.5737646,2.6395525,5.0,1.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Church,"Carrer de la Indústria, 7, Palma",Atracción,PLACE_294,1.0081300604154448
